instrument,base,rate,volume,value,date
TSLA,USD,609,2,1218,2021-06-14 12:31:26.471525
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.474504
TSLA,USD,609,2,1218,2021-06-14 12:31:26.478503
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.481521
TSLA,USD,609,2,1218,2021-06-14 12:31:26.484516
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.488519
TSLA,USD,609,2,1218,2021-06-14 12:31:26.492498
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.495501
TSLA,USD,609,2,1218,2021-06-14 12:31:26.498510
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.501510
TSLA,USD,609,2,1218,2021-06-14 12:31:26.504505
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.507496
TSLA,USD,609,2,1218,2021-06-14 12:31:26.510506
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.513493
TSLA,USD,609,2,1218,2021-06-14 12:31:26.515510
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.518509
TSLA,USD,609,2,1218,2021-06-14 12:31:26.521491
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.524490
TSLA,USD,609,2,1218,2021-06-14 12:31:26.527489
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.530505
TSLA,USD,609,2,1218,2021-06-14 12:31:26.532500
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.535503
TSLA,USD,609,2,1218,2021-06-14 12:31:26.538497
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.541486
TSLA,USD,609,2,1218,2021-06-14 12:31:26.544484
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.547483
TSLA,USD,609,2,1218,2021-06-14 12:31:26.549482
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.552498
TSLA,USD,609,2,1218,2021-06-14 12:31:26.555863
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.557884
TSLA,USD,609,2,1218,2021-06-14 12:31:26.560878
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.562877
TSLA,USD,609,2,1218,2021-06-14 12:31:26.565876
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.568875
TSLA,USD,609,2,1218,2021-06-14 12:31:26.570874
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.573983
TSLA,USD,609,2,1218,2021-06-14 12:31:26.576963
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.578977
TSLA,USD,609,2,1218,2021-06-14 12:31:26.581964
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.584611
TSLA,USD,609,2,1218,2021-06-14 12:31:26.586627
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.589792
TSLA,USD,609,2,1218,2021-06-14 12:31:26.591807
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.594810
TSLA,USD,609,2,1218,2021-06-14 12:31:26.596823
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.599808
TSLA,USD,609,2,1218,2021-06-14 12:31:26.603304
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.605319
TSLA,USD,609,2,1218,2021-06-14 12:31:26.608308
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.610307
TSLA,USD,609,2,1218,2021-06-14 12:31:26.613321
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.616332
TSLA,USD,609,2,1218,2021-06-14 12:31:26.618902
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.620918
TSLA,USD,609,2,1218,2021-06-14 12:31:26.623909
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.625908
TSLA,USD,609,2,1218,2021-06-14 12:31:26.628921
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.632403
TSLA,USD,609,2,1218,2021-06-14 12:31:26.634991
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.637003
TSLA,USD,609,2,1218,2021-06-14 12:31:26.640002
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.643023
TSLA,USD,609,2,1218,2021-06-14 12:31:26.644988
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.648
TSLA,USD,609,2,1218,2021-06-14 12:31:26.650986
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.652998
TSLA,USD,609,2,1218,2021-06-14 12:31:26.655985
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.657997
TSLA,USD,609,2,1218,2021-06-14 12:31:26.660982
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.662995
TSLA,USD,609,2,1218,2021-06-14 12:31:26.666621
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.668636
TSLA,USD,609,2,1218,2021-06-14 12:31:26.671651
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.673666
TSLA,USD,609,2,1218,2021-06-14 12:31:26.676665
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.679405
TSLA,USD,609,2,1218,2021-06-14 12:31:26.681903
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.683916
TSLA,USD,609,2,1218,2021-06-14 12:31:26.686915
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.689700
TSLA,USD,609,2,1218,2021-06-14 12:31:26.691715
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.695269
TSLA,USD,609,2,1218,2021-06-14 12:31:26.697284
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.700380
TSLA,USD,609,2,1218,2021-06-14 12:31:26.703073
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.705088
TSLA,USD,609,2,1218,2021-06-14 12:31:26.708087
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.712171
TSLA,USD,609,2,1218,2021-06-14 12:31:26.715173
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.717185
TSLA,USD,609,2,1218,2021-06-14 12:31:26.720185
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.723170
TSLA,USD,609,2,1218,2021-06-14 12:31:26.726183
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.731155
TSLA,USD,609,2,1218,2021-06-14 12:31:26.734156
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.736169
TSLA,USD,609,2,1218,2021-06-14 12:31:26.739168
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.742166
TSLA,USD,609,2,1218,2021-06-14 12:31:26.745166
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.748151
TSLA,USD,609,2,1218,2021-06-14 12:31:26.750164
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.753149
TSLA,USD,609,2,1218,2021-06-14 12:31:26.756163
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.759147
TSLA,USD,609,2,1218,2021-06-14 12:31:26.762160
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.765154
TSLA,USD,609,2,1218,2021-06-14 12:31:26.767158
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.770158
TSLA,USD,609,2,1218,2021-06-14 12:31:26.773157
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.775156
TSLA,USD,609,2,1218,2021-06-14 12:31:26.778155
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.781150
TSLA,USD,609,2,1218,2021-06-14 12:31:26.783139
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.786139
TSLA,USD,609,2,1218,2021-06-14 12:31:26.789151
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.791151
TSLA,USD,609,2,1218,2021-06-14 12:31:26.794150
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.797149
TSLA,USD,609,2,1218,2021-06-14 12:31:26.799148
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.802134
TSLA,USD,609,2,1218,2021-06-14 12:31:26.805134
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.808606
TSLA,USD,609,2,1218,2021-06-14 12:31:26.810622
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.813719
TSLA,USD,609,2,1218,2021-06-14 12:31:26.815732
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.818731
TSLA,USD,609,2,1218,2021-06-14 12:31:26.822429
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.824445
TSLA,USD,609,2,1218,2021-06-14 12:31:26.827646
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.829659
TSLA,USD,609,2,1218,2021-06-14 12:31:26.832644
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.835644
TSLA,USD,609,2,1218,2021-06-14 12:31:26.838656
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.840655
TSLA,USD,609,2,1218,2021-06-14 12:31:26.843654
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.846534
TSLA,USD,609,2,1218,2021-06-14 12:31:26.848549
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.851548
TSLA,USD,609,2,1218,2021-06-14 12:31:26.854748
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.857201
TSLA,USD,609,2,1218,2021-06-14 12:31:26.859213
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.862199
TSLA,USD,609,2,1218,2021-06-14 12:31:26.865198
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.867211
TSLA,USD,609,2,1218,2021-06-14 12:31:26.870210
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.873659
TSLA,USD,609,2,1218,2021-06-14 12:31:26.876181
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.878194
TSLA,USD,609,2,1218,2021-06-14 12:31:26.881193
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.884179
TSLA,USD,609,2,1218,2021-06-14 12:31:26.887199
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.889186
TSLA,USD,609,2,1218,2021-06-14 12:31:26.892186
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.895185
TSLA,USD,609,2,1218,2021-06-14 12:31:26.897184
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.901184
TSLA,USD,609,2,1218,2021-06-14 12:31:26.904181
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.906181
TSLA,USD,609,2,1218,2021-06-14 12:31:26.909180
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.912169
TSLA,USD,609,2,1218,2021-06-14 12:31:26.914169
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.917168
TSLA,USD,609,2,1218,2021-06-14 12:31:26.920167
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.922180
TSLA,USD,609,2,1218,2021-06-14 12:31:26.925179
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.928178
TSLA,USD,609,2,1218,2021-06-14 12:31:26.931163
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.933176
TSLA,USD,609,2,1218,2021-06-14 12:31:26.936175
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.939174
TSLA,USD,609,2,1218,2021-06-14 12:31:26.941860
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.944582
TSLA,USD,609,2,1218,2021-06-14 12:31:26.947591
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.950602
TSLA,USD,609,2,1218,2021-06-14 12:31:26.956587
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.960587
TSLA,USD,609,2,1218,2021-06-14 12:31:26.964580
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.970578
TSLA,USD,609,2,1218,2021-06-14 12:31:26.973588
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.976574
TSLA,USD,609,2,1218,2021-06-14 12:31:26.980584
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.983572
TSLA,USD,609,2,1218,2021-06-14 12:31:26.987572
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.990579
TSLA,USD,609,2,1218,2021-06-14 12:31:26.994570
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:26.996579
TSLA,USD,609,2,1218,2021-06-14 12:31:27.000572
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.003567
TSLA,USD,609,2,1218,2021-06-14 12:31:27.007564
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.010563
TSLA,USD,609,2,1218,2021-06-14 12:31:27.014565
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.017562
TSLA,USD,609,2,1218,2021-06-14 12:31:27.020560
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.023559
TSLA,USD,609,2,1218,2021-06-14 12:31:27.026558
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.029557
TSLA,USD,609,2,1218,2021-06-14 12:31:27.032556
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.035555
TSLA,USD,609,2,1218,2021-06-14 12:31:27.038554
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.041555
TSLA,USD,609,2,1218,2021-06-14 12:31:27.045566
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.048564
TSLA,USD,609,2,1218,2021-06-14 12:31:27.050550
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.054550
TSLA,USD,609,2,1218,2021-06-14 12:31:27.057580
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.060560
TSLA,USD,609,2,1218,2021-06-14 12:31:27.063560
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.065559
TSLA,USD,609,2,1218,2021-06-14 12:31:27.068546
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.071545
TSLA,USD,609,2,1218,2021-06-14 12:31:27.074544
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.077543
TSLA,USD,609,2,1218,2021-06-14 12:31:27.079555
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.082553
TSLA,USD,609,2,1218,2021-06-14 12:31:27.085553
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.088211
TSLA,USD,609,2,1218,2021-06-14 12:31:27.090227
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.093462
TSLA,USD,609,2,1218,2021-06-14 12:31:27.095476
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.098500
TSLA,USD,609,2,1218,2021-06-14 12:31:27.100513
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.103512
TSLA,USD,609,2,1218,2021-06-14 12:31:27.106875
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.108891
TSLA,USD,609,2,1218,2021-06-14 12:31:27.111928
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.113941
TSLA,USD,609,2,1218,2021-06-14 12:31:27.116926
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.119936
TSLA,USD,609,2,1218,2021-06-14 12:31:27.122937
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.124934
TSLA,USD,609,2,1218,2021-06-14 12:31:27.127933
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.130554
TSLA,USD,609,2,1218,2021-06-14 12:31:27.132570
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.135767
TSLA,USD,609,2,1218,2021-06-14 12:31:27.138935
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.140950
TSLA,USD,609,2,1218,2021-06-14 12:31:27.143999
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.146012
TSLA,USD,609,2,1218,2021-06-14 12:31:27.148997
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.152002
TSLA,USD,609,2,1218,2021-06-14 12:31:27.153996
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.157194
TSLA,USD,609,2,1218,2021-06-14 12:31:27.159209
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.162203
TSLA,USD,609,2,1218,2021-06-14 12:31:27.164202
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.168201
TSLA,USD,609,2,1218,2021-06-14 12:31:27.171218
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.174206
TSLA,USD,609,2,1218,2021-06-14 12:31:27.176872
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.179325
TSLA,USD,609,2,1218,2021-06-14 12:31:27.182330
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.184339
TSLA,USD,609,2,1218,2021-06-14 12:31:27.187658
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.189673
TSLA,USD,609,2,1218,2021-06-14 12:31:27.192710
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.195709
TSLA,USD,609,2,1218,2021-06-14 12:31:27.198709
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.200721
TSLA,USD,609,2,1218,2021-06-14 12:31:27.203720
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.205719
TSLA,USD,609,2,1218,2021-06-14 12:31:27.208705
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.211718
TSLA,USD,609,2,1218,2021-06-14 12:31:27.213703
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.216716
TSLA,USD,609,2,1218,2021-06-14 12:31:27.218715
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.221714
TSLA,USD,609,2,1218,2021-06-14 12:31:27.223713
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.226699
TSLA,USD,609,2,1218,2021-06-14 12:31:27.229712
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.232697
TSLA,USD,609,2,1218,2021-06-14 12:31:27.235256
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.237669
TSLA,USD,609,2,1218,2021-06-14 12:31:27.240310
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.242327
TSLA,USD,609,2,1218,2021-06-14 12:31:27.245326
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.248330
TSLA,USD,609,2,1218,2021-06-14 12:31:27.251523
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.254248
TSLA,USD,609,2,1218,2021-06-14 12:31:27.256264
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.259421
TSLA,USD,609,2,1218,2021-06-14 12:31:27.262422
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.264819
TSLA,USD,609,2,1218,2021-06-14 12:31:27.267596
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.269613
TSLA,USD,609,2,1218,2021-06-14 12:31:27.272717
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.274732
TSLA,USD,609,2,1218,2021-06-14 12:31:27.277731
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.279731
TSLA,USD,609,2,1218,2021-06-14 12:31:27.282943
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.285599
TSLA,USD,609,2,1218,2021-06-14 12:31:27.287614
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.290705
TSLA,USD,609,2,1218,2021-06-14 12:31:27.293715
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.296063
TSLA,USD,609,2,1218,2021-06-14 12:31:27.298750
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.300765
TSLA,USD,609,2,1218,2021-06-14 12:31:27.303683
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.306683
TSLA,USD,609,2,1218,2021-06-14 12:31:27.309681
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.312682
TSLA,USD,609,2,1218,2021-06-14 12:31:27.315251
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.317267
TSLA,USD,609,2,1218,2021-06-14 12:31:27.320339
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.322353
TSLA,USD,609,2,1218,2021-06-14 12:31:27.326337
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.328352
TSLA,USD,609,2,1218,2021-06-14 12:31:27.331351
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.333350
TSLA,USD,609,2,1218,2021-06-14 12:31:27.336570
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.338982
TSLA,USD,609,2,1218,2021-06-14 12:31:27.341983
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.343994
TSLA,USD,609,2,1218,2021-06-14 12:31:27.347009
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.348992
TSLA,USD,609,2,1218,2021-06-14 12:31:27.351991
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.353990
TSLA,USD,609,2,1218,2021-06-14 12:31:27.356990
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.359977
TSLA,USD,609,2,1218,2021-06-14 12:31:27.361988
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.364987
TSLA,USD,609,2,1218,2021-06-14 12:31:27.367972
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.369985
TSLA,USD,609,2,1218,2021-06-14 12:31:27.372984
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.374984
TSLA,USD,609,2,1218,2021-06-14 12:31:27.377983
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.380974
TSLA,USD,609,2,1218,2021-06-14 12:31:27.383546
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.385562
TSLA,USD,609,2,1218,2021-06-14 12:31:27.389200
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.391216
TSLA,USD,609,2,1218,2021-06-14 12:31:27.394228
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.396241
TSLA,USD,609,2,1218,2021-06-14 12:31:27.399240
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.402228
TSLA,USD,609,2,1218,2021-06-14 12:31:27.405399
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.407959
TSLA,USD,609,2,1218,2021-06-14 12:31:27.409974
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.413023
TSLA,USD,609,2,1218,2021-06-14 12:31:27.415036
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.418036
TSLA,USD,609,2,1218,2021-06-14 12:31:27.421294
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.423310
TSLA,USD,609,2,1218,2021-06-14 12:31:27.426295
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.428294
TSLA,USD,609,2,1218,2021-06-14 12:31:27.431312
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.435297
TSLA,USD,609,2,1218,2021-06-14 12:31:27.439291
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.443290
TSLA,USD,609,2,1218,2021-06-14 12:31:27.447308
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.451288
TSLA,USD,609,2,1218,2021-06-14 12:31:27.455286
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.457285
TSLA,USD,609,2,1218,2021-06-14 12:31:27.460298
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.464283
TSLA,USD,609,2,1218,2021-06-14 12:31:27.468282
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.471294
TSLA,USD,609,2,1218,2021-06-14 12:31:27.474289
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.477279
TSLA,USD,609,2,1218,2021-06-14 12:31:27.481278
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.484276
TSLA,USD,609,2,1218,2021-06-14 12:31:27.487276
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.490274
TSLA,USD,609,2,1218,2021-06-14 12:31:27.494287
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.497283
TSLA,USD,609,2,1218,2021-06-14 12:31:27.500272
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.503272
TSLA,USD,609,2,1218,2021-06-14 12:31:27.506269
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.509282
TSLA,USD,609,2,1218,2021-06-14 12:31:27.512269
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.515280
TSLA,USD,609,2,1218,2021-06-14 12:31:27.518267
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.521278
TSLA,USD,609,2,1218,2021-06-14 12:31:27.524282
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.527590
TSLA,USD,609,2,1218,2021-06-14 12:31:27.530231
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.532245
TSLA,USD,609,2,1218,2021-06-14 12:31:27.535244
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.538243
TSLA,USD,609,2,1218,2021-06-14 12:31:27.541242
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.544229
TSLA,USD,609,2,1218,2021-06-14 12:31:27.547240
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.550444
TSLA,USD,609,2,1218,2021-06-14 12:31:27.552459
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.555608
TSLA,USD,609,2,1218,2021-06-14 12:31:27.558607
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.561626
TSLA,USD,609,2,1218,2021-06-14 12:31:27.563619
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.566623
TSLA,USD,609,2,1218,2021-06-14 12:31:27.569617
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.572603
TSLA,USD,609,2,1218,2021-06-14 12:31:27.575601
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.578108
TSLA,USD,609,2,1218,2021-06-14 12:31:27.580579
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.583328
TSLA,USD,609,2,1218,2021-06-14 12:31:27.585345
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.588538
TSLA,USD,609,2,1218,2021-06-14 12:31:27.590553
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.593796
TSLA,USD,609,2,1218,2021-06-14 12:31:27.596622
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.598638
TSLA,USD,609,2,1218,2021-06-14 12:31:27.601819
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.603833
TSLA,USD,609,2,1218,2021-06-14 12:31:27.606821
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.609832
TSLA,USD,609,2,1218,2021-06-14 12:31:27.612512
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.614524
TSLA,USD,609,2,1218,2021-06-14 12:31:27.617510
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.620519
TSLA,USD,609,2,1218,2021-06-14 12:31:27.623541
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.626107
TSLA,USD,609,2,1218,2021-06-14 12:31:27.628123
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.631115
TSLA,USD,609,2,1218,2021-06-14 12:31:27.633114
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.636127
TSLA,USD,609,2,1218,2021-06-14 12:31:27.639122
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.642121
TSLA,USD,609,2,1218,2021-06-14 12:31:27.644120
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.647377
TSLA,USD,609,2,1218,2021-06-14 12:31:27.649393
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.652393
TSLA,USD,609,2,1218,2021-06-14 12:31:27.655377
AAPL,USD,993.232,4,3972.928,2021-06-14 12:31:27.657668
TSLA,USD,609,2,1218,2021-06-14 12:31:27.659681
